PolyInx,Kbar3,h11,h12,h13,h22,EdgeList,TriangulationEstimation,PolytopeVerices,CiGenus,CiDegreeKbar
404,30,11,1,105,506,"[[1, 0], [3, 1], [3, 2], [3, 2], [3, 2], [3, 2], [4, 1], [4, 1], [4, 2], [4, 2], [5, 0], [5, 2], [5, 2], [5, 3], [4, 5], [4, 5], [0, 3], [0, 3], [0, 3]]",8,"[[-2, 1, 0], [-1, -1, -1], [1, 0, 0], [0, 1, 0], [0, -2, -1], [0, 0, 1]]","[0, 0, 1, 0, 0, 1]","[3, 2, 8, 7, 4, 6]"
430,30,14,0,101,504,"[[3, 1], [3, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 1], [4, 3], [4, 3], [5, 1], [5, 1], [0, 4], [0, 2], [2, 4], [0, 5], [4, 5], [2, 5]]",186,"[[-2, -2, -1], [1, 0, 0], [-2, 0, -1], [0, 1, 0], [0, 0, 1], [0, -2, -1]]","[0, 1, 0, 1, 1, 0]","[1, 8, 3, 8, 7, 3]"
440,30,11,0,104,504,"[[2, 1], [2, 1], [3, 2], [3, 2], [4, 0], [4, 1], [4, 1], [4, 2], [4, 3], [5, 0], [5, 1], [5, 1], [5, 2], [5, 3], [0, 3], [0, 3], [0, 1], [0, 1]]",1,"[[-1, -2, 0], [1, 0, 0], [0, 1, 0], [-1, 1, 0], [0, 0, 1], [0, 0, -1]]","[0, 1, 0, 0, 1, 1]","[4, 8, 4, 4, 5, 5]"
466,30,13,2,104,508,"[[1, 0], [1, 0], [2, 1], [3, 1], [4, 1], [4, 1], [4, 3], [4, 3], [5, 2], [5, 3], [0, 4], [0, 4], [0, 2], [0, 2], [1, 5], [1, 5], [1, 5]]",63,"[[-2, -2, 1], [1, 0, 0], [-2, 0, -1], [0, 1, 0], [0, 0, 1], [-1, 2, -2]]","[0, 4, 0, 0, 0, 0]","[4, 15, 2, 2, 4, 3]"
478,30,19,5,101,514,"[[2, 0], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [5, 3], [5, 4], [0, 4], [2, 5], [1, 4], [0, 1], [0, 1], [0, 1]]",23808,"[[-3, -2, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-3, -2, 2], [-2, -1, 2]]","[0, 3, 2, 0, 0, 0]","[3, 14, 9, 2, 1, 1]"
479,30,19,5,101,514,"[[2, 0], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 3], [5, 3], [4, 0], [0, 5], [3, 4], [3, 4]]",25216,"[[-1, -1, -1], [1, -1, 0], [0, -1, -1], [-1, 2, 0], [-1, -1, 3], [-1, 1, -1]]","[0, 4, 0, 1, 0, 0]","[1, 14, 2, 8, 2, 3]"
482,30,13,2,104,508,"[[1, 0], [2, 1], [3, 0], [4, 1], [4, 1], [4, 2], [5, 1], [5, 1], [5, 3], [5, 4], [2, 5], [0, 2], [0, 2], [1, 3], [1, 3], [1, 3], [1, 3]]",13,"[[-2, 0, -1], [1, 0, 0], [-2, 2, -1], [-1, -2, 0], [0, 1, 0], [0, 0, 1]]","[0, 3, 0, 0, 0, 1]","[2, 14, 3, 4, 2, 5]"
516,30,13,1,103,506,"[[1, 0], [1, 0], [2, 1], [3, 1], [3, 1], [3, 2], [4, 1], [4, 3], [5, 1], [5, 1], [2, 4], [4, 5], [4, 5], [0, 2], [0, 2], [0, 5], [0, 5]]",64,"[[-2, 0, -1], [1, 0, 0], [-2, 2, -1], [0, 1, 0], [0, 0, 1], [0, -2, 1]]","[0, 4, 0, 0, 0, 0]","[4, 14, 3, 2, 3, 4]"
590,30,13,2,104,508,"[[2, 0], [3, 1], [4, 1], [4, 1], [4, 2], [4, 3], [5, 0], [5, 1], [5, 1], [5, 1], [2, 3], [3, 5], [3, 5], [0, 1], [0, 1], [0, 1], [0, 1]]",39,"[[-3, -2, -2], [1, 0, 0], [-2, 0, -1], [0, 2, 1], [0, 1, 0], [0, 0, 1]]","[0, 3, 0, 0, 0, 1]","[4, 14, 1, 3, 2, 6]"
610,30,13,1,103,506,"[[1, 0], [1, 0], [2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [4, 2], [5, 1], [5, 1], [5, 4], [5, 4], [3, 4], [0, 3], [0, 3], [0, 5], [0, 5]]",53,"[[-2, -1, -1], [1, 0, 0], [0, 1, 0], [-2, 2, -1], [0, 0, 1], [0, -1, 1]]","[0, 4, 0, 0, 0, 0]","[4, 14, 2, 3, 3, 4]"
684,30,16,2,101,508,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [4, 2], [4, 2], [4, 3], [4, 3], [5, 0], [5, 1], [6, 2], [6, 2], [6, 2], [6, 3], [3, 0], [4, 5], [0, 6]]",5200/3,"[[-1, -1, -1], [1, 0, -1], [0, 1, -1], [-1, -1, 2], [0, -1, 2], [0, -1, -1], [-1, 1, -1]]","[0, 1, 1, 0, 1, 0, 0]","[1, 6, 9, 2, 8, 1, 3]"
685,30,19,5,101,514,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [5, 2], [0, 5], [4, 0], [3, 4], [3, 4], [0, 1], [1, 5], [1, 5]]",79360/3,"[[-5, -2, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, -2, 1], [-3, 0, -2]]","[0, 4, 1, 0, 0, 0]","[1, 15, 6, 4, 2, 2]"
688,30,15,1,101,506,"[[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 3], [0, 3], [2, 5], [3, 4], [3, 4], [0, 4], [0, 4]]",360,"[[-4, -3, -2], [1, 0, 0], [-2, -2, -1], [0, 1, 2], [0, 1, 0], [0, 0, 1]]","[0, 4, 0, 0, 1, 0]","[3, 14, 1, 3, 8, 1]"
697,30,16,3,102,510,"[[2, 1], [2, 1], [2, 1], [3, 2], [4, 0], [5, 1], [5, 1], [5, 1], [5, 4], [6, 1], [6, 1], [6, 3], [6, 3], [6, 5], [6, 5], [3, 0], [0, 2], [1, 4], [1, 4]]",1520,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [-1, 0, -1], [-1, 1, 1], [-1, 0, 2]]","[0, 2, 0, 0, 0, 1, 0]","[1, 12, 3, 2, 2, 6, 4]"
698,30,13,0,102,504,"[[1, 0], [2, 0], [3, 1], [3, 2], [3, 2], [3, 2], [4, 2], [4, 3], [4, 3], [5, 2], [5, 2], [5, 4], [5, 4], [4, 1], [5, 0], [5, 0], [1, 2]]",20,"[[-3, -1, -2], [-3, 0, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 1]]","[0, 0, 3, 1, 0, 0]","[2, 2, 12, 6, 4, 4]"
714,30,13,2,104,508,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 2], [4, 0], [4, 1], [4, 1], [4, 1], [4, 2], [5, 2], [5, 2], [5, 2], [5, 3], [0, 5], [3, 0], [3, 0]]",80,"[[-3, -3, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, -1], [-1, 1, 0]]","[0, 1, 0, 1, 0, 0]","[2, 9, 6, 7, 3, 3]"
718,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [5, 3], [2, 5], [0, 5], [2, 4], [2, 4], [4, 0], [0, 1]]",22720,"[[-5, -4, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, -1, -2], [-3, -2, 0]]","[0, 3, 1, 1, 0, 0]","[1, 12, 8, 6, 2, 1]"
719,30,19,5,101,514,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 1], [5, 1], [5, 3], [5, 4], [5, 4], [3, 0], [4, 0], [0, 2], [1, 3], [1, 3]]",25440,"[[-1, -1, -1], [1, -1, 0], [1, -1, -1], [-1, -1, 2], [-1, 2, -1], [-1, 1, 1]]","[0, 2, 0, 0, 1, 1]","[1, 12, 3, 2, 6, 6]"
756,30,19,5,101,514,"[[2, 0], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 3], [4, 3], [5, 4], [5, 0], [2, 3], [2, 3], [0, 1], [1, 5], [1, 5]]",31872,"[[-5, -2, -2], [1, 0, 0], [-4, -1, -2], [0, 1, 0], [0, 0, 1], [-1, -2, 2]]","[0, 4, 0, 1, 0, 0]","[1, 15, 2, 8, 2, 2]"
768,30,15,3,103,510,"[[1, 0], [3, 0], [3, 1], [3, 1], [3, 2], [3, 2], [3, 2], [3, 2], [4, 1], [4, 2], [4, 2], [4, 2], [4, 3], [5, 2], [0, 5], [4, 5], [4, 5]]",284,"[[-1, -1, -1], [-1, -1, 0], [1, 0, -1], [0, -1, -1], [-1, 1, 3], [-1, 1, -1]]","[0, 0, 3, 0, 1, 0]","[1, 2, 12, 6, 7, 2]"
772,30,13,3,105,510,"[[1, 0], [2, 0], [3, 1], [3, 2], [3, 2], [4, 1], [4, 1], [4, 3], [5, 2], [5, 4], [0, 3], [3, 5], [3, 5], [3, 5], [3, 5], [3, 5], [3, 5]]",9,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, -1, -1], [-1, 0, 1], [-1, 3, 3]]","[0, 0, 1, 3, 0, 0]","[1, 2, 4, 15, 2, 6]"
821,30,11,0,104,504,"[[2, 1], [4, 0], [4, 1], [4, 1], [4, 2], [4, 3], [5, 0], [5, 1], [5, 1], [5, 2], [5, 3], [0, 3], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",2,"[[-1, -2, 0], [1, 0, 0], [0, 1, 0], [-1, 1, 0], [-1, 2, -1], [0, 0, 1]]","[0, 2, 0, 0, 1, 1]","[6, 12, 1, 1, 5, 5]"
853,30,10,0,105,504,"[[1, 0], [1, 0], [2, 1], [3, 1], [4, 0], [4, 0], [4, 2], [4, 3], [5, 1], [5, 1], [5, 2], [5, 2], [5, 4], [5, 4], [0, 3], [0, 3], [2, 3], [2, 3], [2, 3]]",2,"[[-1, 0, 0], [-1, 1, -1], [1, 0, 0], [1, -2, 0], [0, 0, 1], [0, 1, 0]]","[0, 1, 0, 0, 1, 0]","[4, 6, 5, 5, 6, 4]"
895,30,13,1,103,506,"[[1, 0], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 2], [4, 3], [5, 1], [5, 1], [5, 4], [5, 4], [0, 2], [0, 5], [0, 5], [0, 3], [2, 3], [2, 3]]",32,"[[-2, -1, -2], [1, 0, 0], [-2, 1, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0]]","[0, 2, 0, 0, 1, 0]","[3, 10, 2, 5, 6, 4]"
932,30,11,1,105,506,"[[2, 1], [2, 1], [3, 0], [3, 1], [3, 2], [4, 1], [4, 1], [4, 1], [4, 1], [4, 3], [5, 0], [5, 1], [5, 2], [5, 4], [3, 5], [0, 4], [0, 4], [0, 4], [0, 4]]",1,"[[-2, 1, 0], [1, 0, 0], [1, -1, 0], [0, -2, -1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 1, 0, 1]","[4, 6, 2, 5, 8, 5]"
952,30,11,0,104,504,"[[2, 1], [2, 1], [3, 1], [3, 2], [4, 0], [4, 0], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 2], [5, 4], [5, 4], [3, 5], [0, 3], [0, 3], [0, 5], [0, 5]]",12,"[[-2, 0, -1], [1, 0, 0], [1, -1, 0], [0, -2, -1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 1, 1]","[4, 6, 2, 3, 8, 7]"
961,30,22,7,100,518,"[[2, 1], [2, 1], [3, 1], [3, 2], [3, 2], [5, 1], [5, 1], [5, 1], [5, 2], [5, 2], [5, 4], [4, 0], [3, 0], [0, 1], [1, 4], [1, 4]]",859360,"[[-1, -1, -1], [1, -1, -1], [-1, 2, 0], [-1, 2, -1], [-1, -1, 3], [-1, 1, 2]]","[0, 4, 0, 0, 0, 1]","[1, 15, 4, 2, 2, 6]"
981,30,19,3,99,510,"[[2, 0], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 3], [5, 3], [5, 4], [5, 4], [5, 0], [4, 2], [0, 3]]",10416,"[[-6, -5, -4], [1, 0, 0], [-4, -4, -3], [0, 1, 0], [0, 0, 1], [-1, 0, 1]]","[0, 3, 0, 2, 0, 0]","[1, 12, 1, 9, 5, 2]"
982,30,19,5,101,514,"[[2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 0], [3, 1], [4, 1], [4, 1], [4, 2], [5, 2], [5, 2], [5, 2], [5, 2], [5, 4], [4, 0], [5, 0], [2, 3]]",16640,"[[-1, -1, -1], [1, -1, 0], [0, 1, -1], [0, -1, -1], [-1, -1, 3], [-1, 2, -1]]","[0, 2, 0, 0, 1, 0]","[1, 10, 9, 1, 5, 4]"
984,30,22,6,99,516,"[[2, 0], [2, 1], [2, 1], [2, 1], [3, 1], [5, 1], [5, 1], [5, 1], [5, 2], [5, 2], [5, 3], [5, 3], [4, 0], [5, 0], [3, 4], [1, 4]]",864050,"[[-1, -1, -1], [1, -1, 1], [0, -1, -1], [-1, 2, 0], [-1, -1, 3], [-1, 2, -1]]","[0, 3, 1, 0, 0, 1]","[1, 12, 6, 2, 1, 8]"
1015,30,15,2,102,508,"[[1, 0], [2, 1], [2, 1], [2, 1], [2, 1], [3, 2], [4, 1], [4, 1], [4, 2], [5, 1], [5, 4], [0, 5], [3, 4], [3, 4], [3, 0], [0, 2], [0, 2]]",265,"[[-2, -3, -2], [1, 0, 0], [0, 1, 0], [-2, 0, 1], [0, 0, 1], [0, -1, 0]]","[0, 2, 2, 0, 0, 0]","[3, 10, 10, 2, 4, 1]"
1027,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 2], [3, 2], [5, 1], [5, 1], [5, 1], [5, 2], [5, 4], [0, 3], [4, 3], [4, 0], [0, 2]]",97960/3,"[[-6, -3, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-3, -3, -2], [0, -1, -1]]","[0, 1, 2, 1, 0, 0]","[1, 9, 9, 7, 1, 3]"
1028,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [4, 2], [4, 2], [4, 3], [5, 2], [5, 2], [5, 2], [5, 4], [3, 0], [5, 0], [5, 3], [0, 1]]",29388,"[[-1, -1, -1], [1, -1, -1], [0, 1, -1], [-1, -1, 2], [0, -1, 2], [-1, 2, -1]]","[0, 1, 1, 0, 2, 0]","[1, 6, 9, 1, 9, 4]"
1029,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 1], [4, 1], [4, 2], [5, 3], [0, 5], [2, 5], [2, 0], [0, 4]]",105860/3,"[[-6, -5, -3], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, -1], [-3, -2, 0]]","[0, 1, 2, 1, 0, 0]","[1, 9, 10, 6, 3, 1]"
1068,30,13,3,105,510,"[[1, 0], [3, 1], [3, 2], [4, 1], [4, 1], [4, 2], [5, 0], [5, 2], [5, 2], [5, 4], [3, 4], [3, 4], [3, 4], [0, 4], [0, 4], [0, 4], [0, 4]]",8,"[[-3, 0, -2], [-2, -1, 0], [1, 1, 1], [1, 0, 2], [1, 0, 0], [0, 1, 0]]","[0, 1, 0, 0, 3, 0]","[4, 4, 2, 3, 15, 2]"
1080,30,13,3,105,510,"[[2, 1], [3, 2], [4, 0], [4, 1], [4, 3], [4, 3], [5, 0], [5, 2], [5, 2], [5, 3], [1, 3], [1, 3], [0, 3], [0, 3], [0, 3], [0, 3], [0, 3]]",7,"[[-3, -2, 0], [1, 2, 0], [1, 1, 1], [1, 0, 0], [-1, 1, -1], [0, 0, 1]]","[0, 0, 0, 3, 1, 0]","[5, 2, 2, 15, 4, 2]"
1090,30,15,3,103,510,"[[1, 0], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [4, 1], [4, 2], [5, 2], [5, 2], [5, 3], [5, 4], [0, 3], [4, 0], [4, 0]]",55,"[[-2, -4, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, 0, -1], [-1, 1, 0]]","[0, 3, 0, 1, 0, 0]","[2, 12, 6, 5, 3, 2]"
1120,30,21,5,99,514,"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 3], [5, 1], [5, 0], [4, 5], [3, 0], [0, 2], [2, 5]]",126080,"[[-6, -3, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0], [-2, -3, -2]]","[0, 2, 2, 1, 0, 0]","[1, 10, 10, 6, 1, 2]"
1148,30,11,0,104,504,"[[3, 0], [3, 0], [3, 1], [3, 1], [4, 0], [4, 0], [4, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 2], [6, 1], [6, 2], [6, 4], [6, 5], [3, 5], [3, 5], [0, 2], [0, 2]]",12,"[[-1, 0, -1], [1, 0, 0], [-1, 0, 1], [0, -1, -1], [0, 1, 0], [0, -1, 1], [0, 0, 1]]","[0, 1, 0, 0, 1, 0, 0]","[4, 7, 3, 4, 7, 3, 2]"
1156,30,14,1,102,506,"[[1, 0], [1, 0], [2, 1], [3, 0], [3, 0], [3, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 4], [6, 1], [6, 4], [6, 2], [0, 2], [0, 2], [3, 6], [3, 6]]",212,"[[-1, -1, 0], [1, 0, 0], [-1, -1, 2], [-1, 0, -1], [0, 1, 0], [0, 0, 1], [-1, 2, -1]]","[0, 4, 0, 0, 0, 0, 0]","[4, 14, 3, 4, 1, 1, 3]"
1164,30,13,1,103,506,"[[1, 0], [1, 0], [2, 1], [2, 1], [2, 1], [3, 1], [4, 0], [4, 0], [4, 1], [4, 2], [5, 1], [5, 2], [5, 3], [6, 2], [6, 2], [6, 4], [3, 6], [0, 3], [0, 3]]",54,"[[-1, -1, -1], [1, 0, 0], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, 0, 1], [-1, 1, 0]]","[0, 3, 0, 0, 0, 0, 0]","[4, 12, 5, 3, 3, 1, 2]"
1170,30,13,2,104,508,"[[1, 0], [1, 0], [2, 0], [3, 0], [3, 1], [4, 3], [5, 1], [5, 3], [5, 3], [5, 4], [6, 2], [6, 3], [6, 4], [6, 4], [1, 4], [2, 3], [2, 3], [2, 3], [2, 3]]",22,"[[-2, 0, -1], [-2, 1, -1], [-1, -2, 0], [1, 0, 0], [0, 1, 1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 3, 0, 0, 0]","[2, 3, 4, 14, 3, 2, 2]"
1204,30,13,1,103,506,"[[1, 0], [2, 0], [4, 2], [4, 3], [4, 3], [4, 3], [5, 3], [5, 3], [5, 3], [5, 4], [6, 1], [6, 4], [6, 5], [6, 5], [0, 5], [1, 4], [2, 3], [2, 3], [2, 3]]",72,"[[-2, -2, -1], [-2, -1, 0], [-1, -2, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 0, 1]]","[0, 0, 0, 1, 2, 0, 0]","[1, 1, 3, 9, 9, 5, 2]"
1212,30,12,1,104,506,"[[2, 0], [3, 0], [4, 1], [4, 1], [4, 1], [4, 3], [5, 3], [5, 4], [5, 4], [6, 1], [6, 1], [6, 1], [6, 2], [6, 2], [6, 4], [6, 5], [2, 5], [0, 1], [0, 1], [0, 1]]",36,"[[-1, -2, -2], [1, 0, 0], [-1, -1, 0], [-1, 0, -1], [0, 1, 0], [-1, 1, 0], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 1]","[3, 9, 2, 1, 5, 3, 7]"
1234,30,12,1,104,506,"[[1, 0], [3, 0], [3, 0], [3, 2], [3, 2], [4, 2], [5, 2], [5, 2], [5, 3], [5, 3], [5, 4], [5, 4], [6, 1], [6, 2], [6, 4], [6, 4], [0, 4], [1, 2], [1, 2], [1, 2]]",36,"[[-2, -1, -1], [-1, -2, 0], [1, 0, 0], [-1, 0, -1], [0, 1, 1], [0, 1, 0], [0, 0, 1]]","[0, 0, 2, 0, 0, 0, 0]","[2, 3, 11, 4, 4, 4, 2]"
1246,30,12,0,103,504,"[[2, 0], [2, 1], [2, 1], [2, 1], [3, 0], [3, 2], [4, 1], [4, 1], [4, 2], [4, 2], [5, 1], [5, 3], [6, 1], [6, 5], [0, 6], [0, 4], [0, 4], [4, 6], [4, 6]]",24,"[[-2, 1, 1], [1, 0, 0], [0, 1, 0], [-1, 1, 1], [0, -1, -1], [0, 0, 1], [0, -1, 1]]","[0, 1, 1, 0, 1, 0, 0]","[3, 7, 7, 1, 8, 1, 3]"
1254,30,15,2,102,508,"[[3, 1], [3, 1], [3, 1], [3, 1], [3, 2], [4, 0], [4, 3], [4, 3], [5, 1], [5, 1], [5, 3], [6, 1], [6, 1], [6, 4], [5, 6], [0, 6], [2, 5], [2, 5], [0, 2]]",512,"[[-2, -2, -1], [1, 0, 0], [-2, 0, 1], [0, 1, 0], [-1, -1, -1], [0, 0, 1], [0, -2, -1]]","[0, 1, 0, 2, 0, 0, 0]","[1, 8, 2, 10, 2, 4, 3]"
1286,30,14,0,101,504,"[[3, 1], [3, 1], [4, 1], [4, 1], [4, 2], [4, 3], [4, 3], [5, 0], [5, 1], [5, 1], [5, 3], [6, 1], [6, 1], [6, 4], [2, 3], [2, 6], [0, 2], [0, 3], [0, 6]]",48,"[[-2, -1, -2], [1, 0, 0], [-2, -1, 0], [0, 1, 0], [0, 0, 1], [0, 0, -1], [0, -1, 0]]","[0, 1, 0, 1, 1, 0, 0]","[2, 8, 2, 7, 6, 2, 3]"
1293,30,14,1,102,506,"[[1, 0], [3, 2], [3, 2], [3, 2], [4, 3], [5, 1], [5, 1], [5, 2], [5, 2], [5, 3], [5, 3], [6, 1], [6, 3], [6, 3], [0, 4], [4, 6], [0, 2], [2, 4], [2, 4]]",192,"[[-1, -1, -1], [-1, -1, 0], [1, -1, -1], [0, 1, 1], [-1, 1, -1], [0, -1, 0], [-1, 1, 1]]","[0, 0, 1, 2, 0, 0, 0]","[1, 2, 8, 10, 3, 4, 2]"
1317,30,11,0,104,504,"[[2, 1], [2, 1], [3, 0], [3, 2], [3, 2], [4, 1], [4, 2], [5, 0], [5, 1], [5, 1], [5, 4], [6, 1], [6, 2], [6, 3], [6, 5], [6, 5], [0, 6], [0, 6], [0, 4], [0, 4]]",3,"[[-2, 0, -1], [1, 0, 0], [1, -1, 0], [0, -1, 0], [0, 0, -1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 0, 1, 1]","[4, 4, 4, 2, 3, 6, 7]"
1389,30,12,0,103,504,"[[1, 0], [2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [4, 1], [5, 2], [5, 4], [5, 4], [6, 0], [6, 0], [6, 1], [6, 1], [6, 4], [6, 4], [0, 5], [3, 5], [0, 3], [0, 3]]",24,"[[-1, -1, -1], [1, 0, 0], [0, 1, 0], [-1, 1, -1], [0, 0, 1], [-1, 1, 1], [0, -1, 0]]","[0, 2, 0, 0, 0, 0, 0]","[4, 10, 2, 3, 4, 3, 4]"
1405,30,11,0,104,504,"[[3, 1], [3, 1], [4, 0], [4, 1], [4, 2], [4, 3], [5, 1], [5, 1], [5, 2], [5, 2], [5, 4], [6, 0], [6, 1], [6, 2], [6, 3], [6, 5], [0, 2], [0, 2], [0, 3], [0, 3]]",1,"[[-1, -1, 0], [1, 0, 0], [-1, 1, 0], [1, -1, 0], [0, 0, -1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 1, 0, 1]","[4, 4, 4, 4, 5, 4, 5]"
1407,30,11,0,104,504,"[[3, 1], [4, 0], [4, 1], [4, 2], [4, 3], [5, 0], [5, 1], [5, 2], [5, 3], [6, 1], [6, 1], [6, 2], [6, 2], [6, 2], [6, 4], [6, 5], [0, 3], [0, 2], [0, 2], [0, 2]]",1,"[[-1, -1, 0], [1, 0, 0], [-1, 1, 0], [1, -1, 0], [1, -1, -1], [0, 0, 1], [0, 1, 0]]","[0, 0, 0, 0, 1, 1, 0]","[4, 3, 6, 2, 5, 5, 5]"
1442,30,23,7,99,518,"[[2, 0], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 2], [4, 3], [6, 0], [6, 2], [6, 3], [5, 0], [4, 5], [1, 5], [1, 4]]",3499392,"[[-1, -1, -1], [1, -1, 0], [0, -1, -1], [-1, 2, 0], [-1, 1, 2], [-1, -1, 4], [-1, 0, -1]]","[0, 3, 0, 2, 0, 0, 0]","[1, 13, 4, 9, 1, 1, 1]"
1475,30,13,0,102,504,"[[1, 0], [2, 0], [3, 2], [3, 2], [4, 2], [4, 2], [5, 1], [5, 2], [5, 3], [5, 3], [6, 2], [6, 3], [6, 3], [6, 4], [6, 4], [6, 1], [0, 4], [0, 4], [1, 2]]",40,"[[-1, -2, 1], [-1, -2, 2], [1, 0, 0], [0, 1, 0], [-1, 0, -1], [0, 0, 1], [-1, 1, -1]]","[0, 0, 3, 0, 0, 0, 0]","[2, 2, 12, 4, 4, 2, 4]"
1494,30,16,3,102,510,"[[3, 0], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 4], [5, 4], [6, 1], [6, 2], [6, 4], [6, 4], [0, 2], [3, 5], [3, 5], [0, 1], [1, 2], [1, 2]]",3952/3,"[[-1, -1, -1], [1, -1, -1], [-1, -1, 1], [-1, 0, -1], [-1, 2, 2], [-1, 2, 1], [-1, 1, 2]]","[0, 4, 0, 0, 0, 0, 0]","[1, 15, 2, 2, 4, 4, 2]"
1515,30,13,1,103,506,"[[3, 0], [3, 2], [4, 0], [4, 1], [5, 1], [5, 1], [5, 1], [5, 2], [5, 3], [5, 3], [6, 1], [6, 1], [6, 2], [6, 2], [6, 5], [6, 5], [0, 2], [6, 4], [6, 4]]",50,"[[-1, -1, -1], [1, 1, -1], [-1, -1, 1], [-1, 0, -1], [0, -1, -1], [0, 1, -1], [0, -1, 2]]","[0, 1, 0, 0, 0, 1, 1]","[1, 6, 3, 2, 2, 8, 8]"
1541,30,16,3,102,510,"[[2, 1], [3, 0], [3, 1], [3, 1], [3, 2], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [6, 2], [6, 2], [6, 4], [6, 4], [0, 2], [0, 5], [4, 5], [4, 5]]",1160,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [0, -1, -1], [-1, 1, 2], [-1, 1, -1], [-1, 0, 2]]","[0, 4, 0, 0, 0, 0, 0]","[1, 14, 3, 2, 4, 2, 4]"
1544,30,16,2,101,508,"[[3, 0], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 4], [5, 4], [6, 1], [6, 2], [6, 5], [6, 5], [4, 2], [0, 2], [3, 4], [3, 4], [0, 1]]",3392/3,"[[-3, -2, -2], [1, 0, 0], [-3, -2, 0], [-2, -1, -2], [0, 1, 0], [0, 0, 1], [-1, -1, 1]]","[0, 3, 0, 0, 1, 0, 0]","[1, 12, 1, 2, 8, 4, 2]"
